"entr_tag_id","entr_tag_name","logical_node","sensor_name","presentation_name","si_unit","value_type","data_type","collector_type"
"634","WCNV.RectPnlTmp_10m_Avg","WCNV.","RectPnlTmp_10m_Avg","Converter Rectifier Panel Temp","°C","Average","Double","10 minute tag"
"635","WCNV.RotA","WCNV.","RotA","Converter Rotor Side Current","A","Live Value","Double","Live Value"
"636","WCNV.RotA_10m_Avg","WCNV.","RotA_10m_Avg","Converter Rotor Side Current","A","Average","Double","10 minute tag"
"637","WCNV.RotA_10m_Max","WCNV.","RotA_10m_Max","Converter Rotor Side Current","A","Maximum","Double","10 minute tag"
"638","WCNV.RotA_10m_Min","WCNV.","RotA_10m_Min","Converter Rotor Side Current","A","Minimum","Double","10 minute tag"
"639","WCNV.RotA_10m_Std","WCNV.","RotA_10m_Std","Converter Rotor Side Current","A","Standard Deviation","Double","10 minute tag"
"640","WCNV.RotA1_10m_Avg","WCNV.","RotA1_10m_Avg","Converter Rotor Side 1 Current","A","Average","Double","10 minute tag"
"641","WCNV.RotA1_10m_Max","WCNV.","RotA1_10m_Max","Converter Rotor Side 1 Current","A","Maximum","Double","10 minute tag"
"642","WCNV.RotA2_10m_Avg","WCNV.","RotA2_10m_Avg","Converter Rotor Side 2 Current","A","Average","Double","10 minute tag"
"643","WCNV.RotA2_10m_Max","WCNV.","RotA2_10m_Max","Converter Rotor Side 2 Current","A","Maximum","Double","10 minute tag"
"644","WCNV.RotA3_10m_Avg","WCNV.","RotA3_10m_Avg","Converter Rotor Side 3 Current","A","Average","Double","10 minute tag"
"645","WCNV.RotA3_10m_Max","WCNV.","RotA3_10m_Max","Converter Rotor Side 3 Current","A","Maximum","Double","10 minute tag"
"646","WCNV.RotChokTmp","WCNV.","RotChokTmp","Converter Rotor Choke Temp","°C","Live Value","Double","Live Value"
"647","WCNV.RotChokTmp_10m_Avg","WCNV.","RotChokTmp_10m_Avg","Converter Rotor Choke Temp","°C","Average","Double","10 minute tag"
"648","WCNV.RotChokTmp_10m_Max","WCNV.","RotChokTmp_10m_Max","Converter Rotor Choke Temp","°C","Maximum","Double","10 minute tag"
"649","WCNV.RotChokTmp_10m_Min","WCNV.","RotChokTmp_10m_Min","Converter Rotor Choke Temp","°C","Minimum","Double","10 minute tag"
"650","WCNV.RotTmp1","WCNV.","RotTmp1","Converter Rotor L1 Side Temp","°C","Live Value","Double","Live Value"
"651","WCNV.RotTmp1_10m_Avg","WCNV.","RotTmp1_10m_Avg","Converter Rotor L1 Side Temp","°C","Average","Double","10 minute tag"
"652","WCNV.RotTmp1_10m_Max","WCNV.","RotTmp1_10m_Max","Converter Rotor Side 1 Temp","°C","Maximum","Double","10 minute tag"
"653","WCNV.RotTmp1_10m_Min","WCNV.","RotTmp1_10m_Min","Converter Rotor Side 1 Temp","°C","Minimum","Double","10 minute tag"
"654","WCNV.RotTmp2","WCNV.","RotTmp2","Converter Rotor L2 Side Temp","°C","Live Value","Double","Live Value"
"655","WCNV.RotTmp2_10m_Avg","WCNV.","RotTmp2_10m_Avg","Converter Rotor L2 Side Temp","°C","Average","Double","10 minute tag"
"656","WCNV.RotTmp2_10m_Max","WCNV.","RotTmp2_10m_Max","Converter Rotor Side 2 Temp","°C","Maximum","Double","10 minute tag"
"657","WCNV.RotTmp2_10m_Min","WCNV.","RotTmp2_10m_Min","Converter Rotor Side 2 Temp","°C","Minimum","Double","10 minute tag"
"658","WCNV.RotTmp3","WCNV.","RotTmp3","Converter Rotor L3 Side Temp","°C","Live Value","Double","Live Value"
"659","WCNV.RotTmp3_10m_Avg","WCNV.","RotTmp3_10m_Avg","Converter Rotor L3 Side Temp","°C","Average","Double","10 minute tag"
"660","WCNV.RotTmp3_10m_Max","WCNV.","RotTmp3_10m_Max","Converter Rotor Side 3 Temp","°C","Maximum","Double","10 minute tag"
"661","WCNV.RotTmp3_10m_Min","WCNV.","RotTmp3_10m_Min","Converter Rotor Side 3 Temp","°C","Minimum","Double","10 minute tag"
"662","WCNV.SttFilPnlTmp","WCNV.","SttFilPnlTmp","Stator Filter Panel Temp","°C","Live Value","Double","Live Value"
"663","WCNV.SttFilPnlTmp_10m_Avg","WCNV.","SttFilPnlTmp_10m_Avg","Stator Filter Panel Temp","°C","Average","Double","10 minute tag"
"664","WCNV.SttFilPnlTmp_10m_Max","WCNV.","SttFilPnlTmp_10m_Max","Stator Filter Panel Temp","°C","Maximum","Double","10 minute tag"
"665","WCNV.SttFilPnlTmp_10m_Min","WCNV.","SttFilPnlTmp_10m_Min","Stator Filter Panel Temp","°C","Minimum","Double","10 minute tag"
"666","WCNV.SttFilPnlTmp_10m_Std","WCNV.","SttFilPnlTmp_10m_Std","Stator Filter Panel Temp","°C","Standard Deviation","Double","10 minute tag"
"667","WCNV.SttSynSwTmp","WCNV.","SttSynSwTmp","Stator Sync Switch Temp","°C","Live Value","Double","Live Value"
"668","WCNV.SttSynSwTmp_10m_Avg","WCNV.","SttSynSwTmp_10m_Avg","Stator Sync Switch Temp","°C","Average","Double","10 minute tag"
"669","WCNV.SttSynSwTmp_10m_Max","WCNV.","SttSynSwTmp_10m_Max","Stator Sync Switch Temp","°C","Maximum","Double","10 minute tag"
"670","WCNV.SttSynSwTmp_10m_Min","WCNV.","SttSynSwTmp_10m_Min","Stator Sync Switch Temp","°C","Minimum","Double","10 minute tag"
"671","WCNV.SttSynSwTmp_10m_Std","WCNV.","SttSynSwTmp_10m_Std","Stator Sync Switch Temp","°C","Standard Deviation","Double","10 minute tag"
"672","WCNV.ThyrCnt","WCNV.","ThyrCnt","Number of activations of the thyristors","Count","Total Counter","Long","Live Value"
"673","WCNV.ThyrCnt_10m_End","WCNV.","ThyrCnt_10m_End","Number of activations of the thyristors","Count","Endvalue","Long","10 minute tag"
"674","WCNV.ThyrFanCnt","WCNV.","ThyrFanCnt","Number of activations of the thyristor fan","Count","Total Counter","Long","Live Value"
"675","WCNV.ThyrFanCnt_10m_End","WCNV.","ThyrFanCnt_10m_End","Number of activations of the thyristor fan","Count","Endvalue","Long","10 minute tag"
"676","WCNV.ThyrFanTms","WCNV.","ThyrFanTms","Time the thyristor fan has been activated","seconds","Total Counter","Long","Live Value"
"677","WCNV.ThyrFanTms_10m_End","WCNV.","ThyrFanTms_10m_End","Time the thyristor fan has been activated","seconds","Endvalue","Long","10 minute tag"
"678","WCNV.ThyrTmp","WCNV.","ThyrTmp","Thyrister Temp","°C","Live Value","Double","Live Value"
"679","WCNV.ThyrTmp_10m_Avg","WCNV.","ThyrTmp_10m_Avg","Thyrister Temp","°C","Average","Double","10 minute tag"
"680","WCNV.ThyrTmp_10m_Max","WCNV.","ThyrTmp_10m_Max","Thyrister Temp","°C","Maximum","Double","10 minute tag"
"681","WCNV.ThyrTmp_10m_Min","WCNV.","ThyrTmp_10m_Min","Thyrister Temp","°C","Minimum","Double","10 minute tag"
"682","WCNV.ThyrTmp_10m_Std","WCNV.","ThyrTmp_10m_Std","Thyrister Temp","°C","Standard Deviation","Double","10 minute tag"
"683","WCNV.ThyrTms","WCNV.","ThyrTms","Time the thyristors have been activated","seconds","Total Counter","Long","Live Value"
"684","WCNV.ThyrTms_10m_End","WCNV.","ThyrTms_10m_End","Time the thyristors have been activated","seconds","Endvalue","Long","10 minute tag"
"685","WCNV.Torq","WCNV.","Torq","Converter Torque","Enum","Live Value","Double","Live Value"
"686","WCNV.Torq_10m_Avg","WCNV.","Torq_10m_Avg","Converter Torque","Enum","Average","Double","10 minute tag"
"687","WCNV.Torq_10m_Max","WCNV.","Torq_10m_Max","Converter Torque","Enum","Maximum","Double","10 minute tag"
"688","WCNV.Torq_10m_Min","WCNV.","Torq_10m_Min","Converter Torque","Enum","Minimum","Double","10 minute tag"
"689","WCNV.Torq_10m_Std","WCNV.","Torq_10m_Std","Converter Torque","Enum","Standard Deviation","Double","10 minute tag"
"690","WCNV.VAr","WCNV.","VAr","Converter Reactive power","VAr","Live Value","Double","Live Value"
"691","WCNV.VAr_10m_Avg","WCNV.","VAr_10m_Avg","Converter Reactive power","VAr","Average","Double","10 minute tag"
"692","WCNV.VAr_10m_Max","WCNV.","VAr_10m_Max","Converter Reactive power","VAr","Maximum","Double","10 minute tag"
"693","WCNV.VAr_10m_Min","WCNV.","VAr_10m_Min","Converter Reactive power","VAr","Minimum","Double","10 minute tag"
"694","WCNV.VAr_10m_Std","WCNV.","VAr_10m_Std","Converter Reactive power","VAr","Standard Deviation","Double","10 minute tag"
"695","WCNV.W","WCNV.","W","Converter Active power","W","Live Value","Double","Live Value"
"696","WCNV.W_10m_Avg","WCNV.","W_10m_Avg","Converter Active power","W","Average","Double","10 minute tag"
"697","WCNV.W_10m_Max","WCNV.","W_10m_Max","Converter Active power","W","Maximum","Double","10 minute tag"
"698","WCNV.W_10m_Min","WCNV.","W_10m_Min","Converter Active power","W","Minimum","Double","10 minute tag"
"699","WCNV.W_10m_Std","WCNV.","W_10m_Std","Converter Active power","W","Standard Deviation","Double","10 minute tag"
"700","WGEN.BrgDETmp","WGEN.","BrgDETmp","Generator Bearing DE Temp ","°C","Live Value","Double","Live Value"
"701","WGEN.BrgDETmp_10m_Avg","WGEN.","BrgDETmp_10m_Avg","Generator Bearing DE Temp ","°C","Average","Double","10 minute tag"
"702","WGEN.BrgDETmp_10m_Max","WGEN.","BrgDETmp_10m_Max","Generator Bearing DE Temp ","°C","Maximum","Double","10 minute tag"
"703","WGEN.BrgDETmp_10m_Min","WGEN.","BrgDETmp_10m_Min","Generator Bearing DE Temp ","°C","Minimum","Double","10 minute tag"
"704","WGEN.BrgDETmp_10m_Std","WGEN.","BrgDETmp_10m_Std","Generator Bearing DE Temp ","°C","Standard Deviation","Double","10 minute tag"
"705","WGEN.BrgNDETmp","WGEN.","BrgNDETmp","Generator Bearing NDE Temp ","°C","Live Value","Double","Live Value"
"706","WGEN.BrgNDETmp_10m_Avg","WGEN.","BrgNDETmp_10m_Avg","Generator Bearing NDE Temp ","°C","Average","Double","10 minute tag"
"707","WGEN.BrgNDETmp_10m_Max","WGEN.","BrgNDETmp_10m_Max","Generator Bearing NDE Temp ","°C","Maximum","Double","10 minute tag"
"708","WGEN.BrgNDETmp_10m_Min","WGEN.","BrgNDETmp_10m_Min","Generator Bearing NDE Temp ","°C","Minimum","Double","10 minute tag"
"709","WGEN.BrgNDETmp_10m_Std","WGEN.","BrgNDETmp_10m_Std","Generator Bearing NDE Temp ","°C","Standard Deviation","Double","10 minute tag"
"710","WGEN.BrgTmp1","WGEN.","BrgTmp1","Generator Bearing 1 Temp","°C","Live Value","Double","Live Value"
"711","WGEN.BrgTmp1_10m_Avg","WGEN.","BrgTmp1_10m_Avg","Generator Bearing 1 Temp","°C","Average","Double","10 minute tag"
"712","WGEN.BrgTmp1_10m_Max","WGEN.","BrgTmp1_10m_Max","Generator Bearing 1 Temp","°C","Maximum","Double","10 minute tag"
"713","WGEN.BrgTmp1_10m_Min","WGEN.","BrgTmp1_10m_Min","Generator Bearing 1 Temp","°C","Minimum","Double","10 minute tag"
"714","WGEN.BrgTmp1_10m_Std","WGEN.","BrgTmp1_10m_Std","Generator Bearing 1 Temp","°C","Standard Deviation","Double","10 minute tag"
"715","WGEN.BrgTmp2","WGEN.","BrgTmp2","Generator Bearing 2 Temp","°C","Live Value","Double","Live Value"
"716","WGEN.BrgTmp2_10m_Avg","WGEN.","BrgTmp2_10m_Avg","Generator Bearing 2 Temp","°C","Average","Double","10 minute tag"
"717","WGEN.BrgTmp2_10m_Max","WGEN.","BrgTmp2_10m_Max","Generator Bearing 2 Temp","°C","Maximum","Double","10 minute tag"
"718","WGEN.BrgTmp2_10m_Min","WGEN.","BrgTmp2_10m_Min","Generator Bearing 2 Temp","°C","Minimum","Double","10 minute tag"
"719","WGEN.BrgTmp2_10m_Std","WGEN.","BrgTmp2_10m_Std","Generator Bearing 2 Temp","°C","Standard Deviation","Double","10 minute tag"
"720","WGEN.CabTmp","WGEN.","CabTmp","Generator Cable Temp","°C","Live Value","Double","Live Value"
"721","WGEN.CabTmp_10m_Avg","WGEN.","CabTmp_10m_Avg","Generator Cable Temp","°C","Average","Double","10 minute tag"
"722","WGEN.CabTmp_10m_Max","WGEN.","CabTmp_10m_Max","Generator Cable Temp","°C","Maximum","Double","10 minute tag"
"723","WGEN.CabTmp_10m_Min","WGEN.","CabTmp_10m_Min","Generator Cable Temp","°C","Minimum","Double","10 minute tag"
"724","WGEN.CabTmp_10m_Std","WGEN.","CabTmp_10m_Std","Generator Cable Temp","°C","Standard Deviation","Double","10 minute tag"
"725","WGEN.ClAirTmp","WGEN.","ClAirTmp","Generator Cooling Air Temp","°C","Live Value","Double","Live Value"
"726","WGEN.ClAirTmp_10m_Avg","WGEN.","ClAirTmp_10m_Avg","Generator Cooling Air Temp","°C","Average","Double","10 minute tag"
"727","WGEN.ClAirTmp_10m_Max","WGEN.","ClAirTmp_10m_Max","Generator Cooling Air Temp","°C","Maximum","Double","10 minute tag"
"728","WGEN.ClAirTmp_10m_Min","WGEN.","ClAirTmp_10m_Min","Generator Cooling Air Temp","°C","Minimum","Double","10 minute tag"
"729","WGEN.ClAirTmp_10m_Std","WGEN.","ClAirTmp_10m_Std","Generator Cooling Air Temp","°C","Standard Deviation","Double","10 minute tag"
"730","WGEN.ClSt","WGEN.","ClSt","Generator Cooling system Status","Enum","Live Value","Long","Live Value"
"731","WGEN.ClWtrLev","WGEN.","ClWtrLev","Generator Cooling Water Level","Enum","Live Value","Double","Live Value"
"732","WGEN.ClWtrPmpPres","WGEN.","ClWtrPmpPres","Generator Cooling Water Pump Pressure","bar","Live Value","Double","Live Value"
"733","WGEN.ClWtrPmpPres_10m_Avg","WGEN.","ClWtrPmpPres_10m_Avg","Generator Cooling Water Pump Pressure","bar","Average","Double","10 minute tag"
"734","WGEN.ClWtrPmpPres_10m_Max","WGEN.","ClWtrPmpPres_10m_Max","Generator Cooling Water Pump Pressure","bar","Maximum","Double","10 minute tag"
"735","WGEN.ClWtrPmpPres_10m_Min","WGEN.","ClWtrPmpPres_10m_Min","Generator Cooling Water Pump Pressure","bar","Minimum","Double","10 minute tag"
"736","WGEN.ClWtrPmpPres_10m_Std","WGEN.","ClWtrPmpPres_10m_Std","Generator Cooling Water Pump Pressure","bar","Standard Deviation","Double","10 minute tag"
"737","WGEN.ClWtrTmp","WGEN.","ClWtrTmp","Generator Cooling Water Temp ","°C","Live Value","Double","Live Value"
"738","WGEN.ClWtrTmp_10m_Avg","WGEN.","ClWtrTmp_10m_Avg","Generator Cooling Water Temp ","°C","Average","Double","10 minute tag"
"739","WGEN.ClWtrTmp_10m_Max","WGEN.","ClWtrTmp_10m_Max","Generator Cooling Water Temp ","°C","Maximum","Double","10 minute tag"
"740","WGEN.ClWtrTmp_10m_Min","WGEN.","ClWtrTmp_10m_Min","Generator Cooling Water Temp ","°C","Minimum","Double","10 minute tag"
"741","WGEN.ClWtrTmp_10m_Std","WGEN.","ClWtrTmp_10m_Std","Generator Cooling Water Temp ","°C","Standard Deviation","Double","10 minute tag"
"742","WGEN.ClWtrTnkPres","WGEN.","ClWtrTnkPres","Generator Cooling Water Tank Pressure","bar","Live Value","Double","Live Value"
"743","WGEN.ClWtrTnkPres_10m_Avg","WGEN.","ClWtrTnkPres_10m_Avg","Generator Cooling Water Tank Pressure","bar","Average","Double","10 minute tag"
"744","WGEN.ClWtrTnkPres_10m_Max","WGEN.","ClWtrTnkPres_10m_Max","Generator Cooling Water Tank Pressure","bar","Maximum","Double","10 minute tag"
"745","WGEN.ClWtrTnkPres_10m_Min","WGEN.","ClWtrTnkPres_10m_Min","Generator Cooling Water Tank Pressure","bar","Minimum","Double","10 minute tag"
"746","WGEN.ClWtrTnkPres_10m_Std","WGEN.","ClWtrTnkPres_10m_Std","Generator Cooling Water Tank Pressure","bar","Standard Deviation","Double","10 minute tag"
"747","WGEN.DmdRotSpdStp","WGEN.","DmdRotSpdStp","Generator RPM Setpoint","RPM","Live Value","Double","Live Value"
"748","WGEN.DmdRotSpdStp_10m_Avg","WGEN.","DmdRotSpdStp_10m_Avg","Generator RPM Setpoint","RPM","Average","Double","10 minute tag"
"749","WGEN.DmdRotSpdStp_10m_Max","WGEN.","DmdRotSpdStp_10m_Max","Generator RPM Setpoint","RPM","Maximum","Double","10 minute tag"
"750","WGEN.DmdRotSpdStp_10m_Min","WGEN.","DmdRotSpdStp_10m_Min","Generator RPM Setpoint","RPM","Minimum","Double","10 minute tag"
"751","WGEN.DmdRotSpdStp_10m_Std","WGEN.","DmdRotSpdStp_10m_Std","Generator RPM Setpoint","RPM","Standard Deviation","Double","10 minute tag"
"752","WGEN.DmdSpdSpt","WGEN.","DmdSpdSpt","Internal Generator speed setpoint","RPM","Setpoint","Double","Live Value"
"753","WGEN.DmdSpdSpt_10m_Avg","WGEN.","DmdSpdSpt_10m_Avg","Internal Generator speed setpoint","RPM","Average","Double","10 minute tag"
"754","WGEN.DmdSpdSpt_10m_Max","WGEN.","DmdSpdSpt_10m_Max","Internal Generator speed setpoint","RPM","Maximum","Double","10 minute tag"
"755","WGEN.DmdSpdSpt_10m_Min","WGEN.","DmdSpdSpt_10m_Min","Internal Generator speed setpoint","RPM","Minimum","Double","10 minute tag"
"756","WGEN.DmdSpdSpt_10m_Std","WGEN.","DmdSpdSpt_10m_Std","Internal Generator speed setpoint","RPM","Standard Deviation","Double","10 minute tag"
"757","WGEN.DmdSttVArStp","WGEN.","DmdSttVArStp","Generator stator reactive power setpoint","VAr","Live Value","Double","Live Value"
"758","WGEN.DmdSttVArStp_10m_Avg","WGEN.","DmdSttVArStp_10m_Avg","Generator stator reactive power setpoint","VAr","Average","Double","10 minute tag"
"759","WGEN.DmdSttVArStp_10m_Max","WGEN.","DmdSttVArStp_10m_Max","Generator stator reactive power setpoint","VAr","Maximum","Double","10 minute tag"
"760","WGEN.DmdSttVArStp_10m_Min","WGEN.","DmdSttVArStp_10m_Min","Generator stator reactive power setpoint","VAr","Minimum","Double","10 minute tag"
"761","WGEN.DmdSttVArStp_10m_Std","WGEN.","DmdSttVArStp_10m_Std","Generator stator reactive power setpoint","VAr","Standard Deviation","Double","10 minute tag"
"762","WGEN.DmdSttWStp","WGEN.","DmdSttWStp","Generator stator Active power setpoint","W","Live Value","Double","Live Value"
"763","WGEN.DmdSttWStp_10m_Avg","WGEN.","DmdSttWStp_10m_Avg","Generator stator Active power setpoint","W","Average","Double","10 minute tag"
"764","WGEN.DmdSttWStp_10m_Max","WGEN.","DmdSttWStp_10m_Max","Generator stator Active power setpoint","W","Maximum","Double","10 minute tag"
"765","WGEN.DmdSttWStp_10m_Min","WGEN.","DmdSttWStp_10m_Min","Generator stator Active power setpoint","W","Minimum","Double","10 minute tag"
"766","WGEN.DmdSttWStp_10m_Std","WGEN.","DmdSttWStp_10m_Std","Generator stator Active power setpoint","W","Standard Deviation","Double","10 minute tag"
"767","WGEN.DrtOpTms","WGEN.","DrtOpTms","Operation time with derated active power setpoint","seconds","Total Counter","Long","Live Value"
"768","WGEN.DrtOpTms_10m_Sum","WGEN.","DrtOpTms_10m_Sum","Operation time with derated active power setpoint","seconds","Summation","Long","10 minute tag"
"769","WGEN.Gn1Gn2Cnt","WGEN.","Gn1Gn2Cnt","Number of activations of G -> g","Count","Total Counter","Long","Live Value"
"770","WGEN.Gn1Gn2Cnt_10m_End","WGEN.","Gn1Gn2Cnt_10m_End","Number of activations of G -> g","Count","Endvalue","Long","10 minute tag"
"771","WGEN.Gn2Gn1Cnt","WGEN.","Gn2Gn1Cnt","Number of activations of g -> G","Count","Total Counter","Long","Live Value"
"772","WGEN.Gn2Gn1Cnt_10m_End","WGEN.","Gn2Gn1Cnt_10m_End","Number of activations of g -> G","Count","Endvalue","Long","10 minute tag"
"773","WGEN.GnOpSt","WGEN.","GnOpSt","Generator Status","Enum","Live Value","Long","Live Value"
"774","WGEN.GnOpSt_10m","WGEN.","GnOpSt_10m","Generator Cut-in  Status","Enum","Endvalue","Long","10 minute tag"
"775","WGEN.GnOpStStr","WGEN.","GnOpStStr","Generator status text","String","Live Value","String","Live Value"
"776","WGEN.GriA","WGEN.","GriA","Generator Current","A","Live Value","Double","Live Value"
"777","WGEN.GriA_10m_Avg","WGEN.","GriA_10m_Avg","Generator Current","A","Average","Double","10 minute tag"
"778","WGEN.GriA_10m_Max","WGEN.","GriA_10m_Max","Generator Current","A","Maximum","Double","10 minute tag"
"779","WGEN.GriA_10m_Min","WGEN.","GriA_10m_Min","Generator Current","A","Minimum","Double","10 minute tag"
"780","WGEN.GriA_10m_Std","WGEN.","GriA_10m_Std","Generator Current","A","Standard Deviation","Double","10 minute tag"
"781","WGEN.GsLev","WGEN.","GsLev","Grease level in the generator bearing lubrication tank","percent","Live Value","Double","Live Value"
"782","WGEN.GsLev_10m_Avg","WGEN.","GsLev_10m_Avg","Grease level in the generator bearing lubrication tank","percent","Average","Double","10 minute tag"
"783","WGEN.GsLev_10m_Max","WGEN.","GsLev_10m_Max","Grease level in the generator bearing lubrication tank","percent","Maximum","Double","10 minute tag"
"784","WGEN.GsLev_10m_Min","WGEN.","GsLev_10m_Min","Grease level in the generator bearing lubrication tank","percent","Minimum","Double","10 minute tag"
"785","WGEN.GsLev_10m_Std","WGEN.","GsLev_10m_Std","Grease level in the generator bearing lubrication tank","percent","Standard Deviation","Double","10 minute tag"
"786","WGEN.HtCnt","WGEN.","HtCnt","Number of activations of generator heater","Count","Total Counter","Long","Live Value"
"787","WGEN.HtCnt_10m_End","WGEN.","HtCnt_10m_End","Number of activations of generator heater","Count","Endvalue","Long","10 minute tag"
"788","WGEN.HtTms","WGEN.","HtTms","Time the generator heater has been activated","seconds","Total Counter","Long","Live Value"
"789","WGEN.HtTms_10m_End","WGEN.","HtTms_10m_End","Time the generator heater has been activated","seconds","Endvalue","Long","10 minute tag"
"790","WGEN.InLetTmp","WGEN.","InLetTmp","Generator Water Inlet Temp","Degrees","Live Value","Double","Live Value"
"791","WGEN.InLetTmp_10m_Avg","WGEN.","InLetTmp_10m_Avg","Generator Water Inlet Temp","Degrees","Average","Double","10 minute tag"
"792","WGEN.InLetTmp_10m_Max","WGEN.","InLetTmp_10m_Max","Generator Water Inlet Temp","Degrees","Maximum","Double","10 minute tag"
"793","WGEN.InLetTmp_10m_Min","WGEN.","InLetTmp_10m_Min","Generator Water Inlet Temp","Degrees","Minimum","Double","10 minute tag"
"794","WGEN.InLetTmp_10m_Std","WGEN.","InLetTmp_10m_Std","Generator Water Inlet Temp","Degrees","Standard Deviation","Double","10 minute tag"
"795","WGEN.OpTms","WGEN.","OpTms","Time with generator cut-in in","seconds","Total Counter","Long","Live Value"
